# N	Simpson_Error
3	8.590850755174628e-05
5	6.259640374040032e-06
7	1.2818197503428053e-06
9	4.1110963477919427e-07
11	1.6948380099357507e-07
13	8.202663237533159e-08
15	4.437232825615922e-08
17	2.604720439336461e-08
19	1.627704371287564e-08
21	1.0686858953334877e-08
23	7.303063931374254e-09
25	5.158492966117478e-09
27	3.7463505631052385e-09
29	2.7859681228648014e-09
31	2.114507235972951e-09
33	1.6336714203646352e-09
35	1.2820564609938856e-09
37	1.0201446354329846e-09
39	8.218243863211683e-10
41	6.694356180503291e-10
43	5.50784973185614e-10
45	4.5729331432653453e-10
47	3.8282244041454305e-10
49	3.229119194259056e-10
51	2.742750471185218e-10
53	2.344597849202046e-10
55	2.0161428082587918e-10
57	1.7432433274677805e-10
59	1.5149836940508976e-10
61	1.3228973472223515e-10
63	1.1603074057120466e-10
65	1.0219469714911611e-10
67	9.036060788503164e-11
69	8.019163111327998e-11
71	7.141287561296394e-11
73	6.38040731359979e-11
75	5.718137074950391e-11
77	5.139555447897237e-11
79	4.632583205932406e-11
81	4.186317958954078e-11
83	3.792610669961505e-11
85	3.444200480373638e-11
87	3.1348035278710995e-11
89	2.8594016043825832e-11
91	2.6135982267305735e-11
93	2.393707454473315e-11
95	2.1964430274579172e-11
97	2.0190737970438022e-11
99	1.8591128636558096e-11
101	1.7148282793755243e-11
103	1.5842438472191134e-11
105	1.4658940727940717e-11
107	1.358357870628879e-11
109	1.2604806087779252e-11
111	1.1712630865190476e-11
113	1.0898615343535312e-11
115	1.0153211604801982e-11
117	9.471090578472285e-12
119	8.844924792583697e-12
121	8.270495399642641e-12
123	7.741141061501366e-12
125	7.253975198295848e-12
127	6.8043348733226594e-12
129	6.388445328298076e-12
131	6.004308161777772e-12
133	5.6488147492927965e-12
135	5.318634421769275e-12
137	5.012879000787507e-12
139	4.729105995693317e-12
141	4.4642067820177544e-12
143	4.21818135976082e-12
145	3.9890313274781874e-12
147	3.774314194515682e-12
149	3.574252005478229e-12
151	3.3875124927362776e-12
153	3.212763388660278e-12
155	3.04911651483053e-12
157	2.8963498266421084e-12
159	2.752020833440838e-12
161	2.616573624436569e-12
163	2.490674333444076e-12
165	2.3705482021796342e-12
167	2.2579715874826434e-12
169	2.1533885785629536e-12
171	2.0536905509516146e-12
173	1.9599877276732514e-12
175	1.8707257964933888e-12
177	1.787459069646502e-12
179	1.709077324107966e-12
181	1.6335821584334553e-12
183	1.5629719740672954e-12
185	1.496136547984861e-12
187	1.432853835581227e-12
189	1.3724577030416185e-12
191	1.3147261057611104e-12
193	1.262101534393878e-12
195	1.2112533198660458e-12
197	1.1615153283628388e-12
199	1.1155520951433573e-12
201	1.0720313525780512e-12
203	1.0296208330373702e-12
205	9.903189379656396e-13
207	9.519052213136092e-13
209	9.157119507108291e-13
211	8.815170815523743e-13
213	8.493206138382448e-13
215	8.171241461241152e-13
217	7.878142582740111e-13
219	7.58726415028832e-13
221	7.320810624378282e-13
223	7.058797990566745e-13
225	6.80788758700146e-13
227	6.579181643928678e-13
229	6.354916592954396e-13
231	6.128431095930864e-13
233	5.915268275202834e-13
235	5.724309914967307e-13
237	5.520028878436278e-13
239	5.344613640545504e-13
241	5.169198402654729e-13
243	5.004885395010206e-13
245	4.840572387365683e-13
247	4.68292071786891e-13
249	4.53859172466764e-13
251	4.3942627314663696e-13
253	4.2588155224621005e-13
255	4.121147867408581e-13
257	3.9879211044535623e-13
259	3.872457909892546e-13
261	3.7547742692822794e-13
263	3.6415315207705135e-13
265	3.530509218307998e-13
267	3.4305891460917337e-13
269	3.319566843629218e-13
271	3.2240876635114546e-13
273	3.1308289294429414e-13
275	3.0464519795714295e-13
277	2.950972799453666e-13
279	2.8688162956314045e-13
281	2.799982468104645e-13
283	2.717825964282383e-13
285	2.6401103525586223e-13
287	2.560174294785611e-13
289	2.489120021209601e-13
291	2.418065747633591e-13
293	2.3647750424515834e-13
295	2.298161660974074e-13
297	2.2382096176443156e-13
299	2.1760371282653068e-13
301	2.1271873151818e-13
303	2.0694557179012918e-13
305	2.0183854587685346e-13
307	1.9517720772910252e-13
309	1.9118040484045196e-13
311	1.8629542353210127e-13
313	1.8030021919912542e-13
315	1.7674750552032492e-13
317	1.7119639039719914e-13
319	1.674216321134736e-13
321	1.6342482922482304e-13
323	1.603162047558726e-13
325	1.5543122344752192e-13
327	1.5165646516379638e-13
329	1.4943601911454607e-13
331	1.4410694859634532e-13
333	1.41886502547095e-13
335	1.3788969965844444e-13
337	1.34781075189494e-13
339	1.3145040611561853e-13
341	1.2789769243681803e-13
343	1.254552017826427e-13
345	1.2256862191861728e-13
347	1.2012613126444194e-13
349	1.1723955140041653e-13
351	1.1590728377086634e-13
353	1.1102230246251565e-13
355	1.092459456231154e-13
357	1.0769163338864018e-13
359	1.0391687510491465e-13
361	1.0258460747536446e-13
363	9.992007221626409e-14
365	9.792167077193881e-14
367	9.592326932761353e-14
369	9.392486788328824e-14
371	9.214851104388799e-14
373	8.837375276016246e-14
375	8.748557434046234e-14
377	8.504308368628699e-14
379	8.348877145181177e-14
381	8.149037000748649e-14
383	7.993605777301127e-14
385	7.882583474838611e-14
387	7.749356711883593e-14
389	7.593925488436071e-14
391	7.571721027943568e-14
393	7.172040739078511e-14
395	7.216449660063518e-14
397	6.905587213168474e-14
399	6.838973831690964e-14
401	6.88338275267597e-14
403	6.550315845288424e-14
405	6.461498003318411e-14
407	6.372680161348399e-14
409	6.17284001691587e-14
411	6.061817714453355e-14
413	5.995204332975845e-14
415	5.795364188543317e-14
417	5.684341886080802e-14
419	5.639932965095795e-14
421	5.573319583618286e-14
423	5.417888360170764e-14
425	5.395683899678261e-14
427	5.284661597215745e-14
429	5.084821452783217e-14
431	5.040412531798211e-14
433	4.929390229335695e-14
435	4.884981308350689e-14
437	4.6851411639181606e-14
439	4.75175454539567e-14
441	4.6407322429331543e-14
443	4.596323321948148e-14
445	4.463096558993129e-14
447	4.218847493575595e-14
449	4.196643033083092e-14
451	4.263256414560601e-14
453	3.952393967665557e-14
455	4.0190073491430667e-14
457	3.952393967665557e-14
459	3.9745984281580604e-14
461	3.863576125695545e-14
463	3.7969627442180354e-14
465	3.8413716652030416e-14
467	3.6415315207705135e-14
469	3.6415315207705135e-14
471	3.574918139293004e-14
473	3.5083047578154947e-14
475	3.397282455352979e-14
477	3.4638958368304884e-14
479	3.241851231905457e-14
481	3.3084646133829665e-14
483	3.197442310920451e-14
485	3.108624468950438e-14
487	3.019806626980426e-14
489	2.9531932455029164e-14
491	2.9753977059954195e-14
493	2.9976021664879227e-14
495	3.019806626980426e-14
497	2.7533531010703882e-14
499	2.9753977059954195e-14
501	2.7755575615628914e-14
503	2.708944180085382e-14
505	2.5757174171303632e-14
507	2.708944180085382e-14
509	2.6201263381153694e-14
511	2.4424906541753444e-14
513	2.6201263381153694e-14
515	2.5979218776228663e-14
517	2.353672812205332e-14
519	2.2870594307278225e-14
521	2.2870594307278225e-14
523	2.398081733190338e-14
525	2.2648549702353193e-14
527	2.3092638912203256e-14
529	2.1760371282653068e-14
531	2.2426505097428162e-14
533	2.1538326677728037e-14
535	2.0650148258027912e-14
537	2.1760371282653068e-14
539	1.9984014443252818e-14
541	1.9539925233402755e-14
543	2.020605904817785e-14
545	1.9539925233402755e-14
547	1.9539925233402755e-14
549	1.887379141862766e-14
551	1.9539925233402755e-14
553	1.865174681370263e-14
555	1.7541523789077473e-14
557	1.687538997430238e-14
559	1.7541523789077473e-14
561	1.6653345369377348e-14
563	1.709743457922741e-14
565	1.709743457922741e-14
567	1.7985612998927536e-14
569	1.709743457922741e-14
571	1.5987211554602254e-14
573	1.687538997430238e-14
575	1.6431300764452317e-14
577	1.5987211554602254e-14
579	1.554312234475219e-14
581	1.6209256159527285e-14
583	1.4876988529977098e-14
585	1.4876988529977098e-14
587	1.4876988529977098e-14
589	1.4210854715202004e-14
591	1.4210854715202004e-14
593	1.3766765505351941e-14
595	1.4654943925052066e-14
597	1.3988810110276972e-14
599	1.4654943925052066e-14
601	1.3766765505351941e-14
603	1.3100631690576847e-14
605	1.3766765505351941e-14
607	1.2878587085651816e-14
609	1.2878587085651816e-14
611	1.2212453270876722e-14
613	1.2212453270876722e-14
615	1.2212453270876722e-14
617	1.2656542480726785e-14
619	1.199040866595169e-14
621	1.2878587085651816e-14
623	1.1324274851176597e-14
625	1.1324274851176597e-14
627	1.2878587085651816e-14
629	1.2212453270876722e-14
631	1.1102230246251565e-14
633	9.769962616701378e-15
635	1.1546319456101628e-14
637	1.0658141036401503e-14
639	1.0658141036401503e-14
641	1.0658141036401503e-14
643	1.0436096431476471e-14
645	9.103828801926284e-15
647	1.1324274851176597e-14
649	8.881784197001252e-15
651	9.992007221626409e-15
653	9.992007221626409e-15
655	8.43769498715119e-15
657	9.103828801926284e-15
659	8.881784197001252e-15
661	9.325873406851315e-15
663	8.43769498715119e-15
